"line","text","screenname","time","searchterm","location","followerscount","favoritescount","lat","lng","coords_coords","bbox_coords","geo_coords"
140,"Is social media fundamentally transforming the way wars are fought? https://t.co/SPWfXslXpp","WarInstitute",2018-11-03 09:15:03,"USMA","West Point, NY",13708,5,NA,NA,NA,NA,NA
141,"MWI Podcast: Twitter Battles and Facebook Wars, with P.W. Singer https://t.co/SPWfXslXpp","WarInstitute",2018-11-07 20:15:06,"USMA","West Point, NY",13708,1,NA,NA,NA,NA,NA
142,"""The Space Force is the most high-profile topic related to our national space program, but it also represents a giant potential distraction from a range of other issues that will affect US interests—and our ability to achieve them—in space"" https://t.co/8gBoO7Czyv","WarInstitute",2018-11-06 14:25:06,"USMA","West Point, NY",13708,1,NA,NA,NA,NA,NA
143,"There is a co-dependence between airpower and landpower ... but it is unequal https://t.co/esGMe3jOwz","WarInstitute",2018-11-06 16:45:07,"USMA","West Point, NY",13708,3,NA,NA,NA,NA,NA
144,"""The primary threat was RKG-3 grenades. We used to say it travels at the speed of light with the heat of the sun."" https://t.co/WIW8FkY80n","WarInstitute",2018-11-09 13:15:05,"USMA","West Point, NY",13708,0,NA,NA,NA,NA,NA
145,"Why Airpower Needs Landpower https://t.co/esGMe3jOwz","WarInstitute",2018-11-06 12:15:06,"USMA","West Point, NY",13708,7,NA,NA,NA,NA,NA
146,"Flamethrowers and tear gas could be two of the most effective and humane tools in an urban fight. But we don't use either of them. https://t.co/KevIiGIUlT","WarInstitute",2018-11-08 13:15:06,"USMA","West Point, NY",13708,5,NA,NA,NA,NA,NA
147,"Why, exactly, will cities pose such massive challenges to military forces in the future? https://t.co/BOxWJz2BYJ","WarInstitute",2018-10-30 21:15:04,"USMA","West Point, NY",13708,9,NA,NA,NA,NA,NA
148,"“It became necessary to destroy the town to save it.” That's how an Army officer in Vietnam described an attack on a Viet Cong-held city. Yet we still don't have a better way of retaking a city from enemy forces, explains @spencerguard. https://t.co/KevIiGIUlT","WarInstitute",2018-11-08 19:05:04,"USMA","West Point, NY",13708,9,NA,NA,NA,NA,NA
149,"Drones have the potential to dramatically transform the way small infantry units fight. Is that a huge challenge or a huge opportunity? https://t.co/B2U6Og3EjE","WarInstitute",2018-11-07 00:15:04,"USMA","West Point, NY",13708,5,NA,NA,NA,NA,NA
150,"Swarm size, customization, diversity, and hardening: whoever gets these four things right will reap the benefits of drone swarms on the battlefield https://t.co/AwbHCjqfSy","WarInstitute",2018-11-01 03:00:08,"USMA","West Point, NY",13708,3,NA,NA,NA,NA,NA
151,"""Without new tactics and tools for dealing with some of the basic challenges of urban combat, military units are forced to employ extremely destructive methods to reclaim cities from entrenched defenders"" https://t.co/VYcW3dhAxm","WarInstitute",2018-11-01 04:45:02,"USMA","West Point, NY",13708,0,NA,NA,NA,NA,NA
152,"MWI Podcast: Twitter Battles and Facebook Wars, with @peterwsinger https://t.co/SPWfXslXpp","WarInstitute",2018-10-31 09:15:04,"USMA","West Point, NY",13708,2,NA,NA,NA,NA,NA
153,"The Real Key to Protecting US National Security Interests in Space? Launch Capability https://t.co/8gBoO7Czyv","WarInstitute",2018-11-01 09:15:04,"USMA","West Point, NY",13708,4,NA,NA,NA,NA,NA
154,"""The brain is and will be the 21st century battlescape in many ways"" https://t.co/iJ93eSOxi0","WarInstitute",2018-11-02 00:30:05,"USMA","West Point, NY",13708,5,NA,NA,NA,NA,NA
155,"Cities Pose Huge Challenges to Military Forces. The Biggest Might be Just Crossing the Street. https://t.co/VYcW3dhAxm","WarInstitute",2018-11-05 03:45:02,"USMA","West Point, NY",13708,12,NA,NA,NA,NA,NA
156,"Your squad is on patrol and hears the buzz of small UAS overhead. You don't know if it's hostile, so you go to ground. As long as you're under cover, you're out of the fight. That's why drone proliferation is a big tactical problem. https://t.co/B2U6Og3EjE","WarInstitute",2018-11-07 23:15:04,"USMA","West Point, NY",13708,6,NA,NA,NA,NA,NA
157,"The Real Key to Protecting US National Security Interests in Space? Launch Capability https://t.co/8gBoO7Czyv","WarInstitute",2018-11-02 11:15:05,"USMA","West Point, NY",13708,6,NA,NA,NA,NA,NA
158,"How to bring new tools, like quadcopters and other small drones, into existing doctrine that defines the way we fight https://t.co/B2U6Og3EjE","WarInstitute",2018-11-08 11:15:04,"USMA","West Point, NY",13708,5,NA,NA,NA,NA,NA
159,"Despite all the advanced technology, there are still limited tools for one of the most historically dominant challenges for military forces conducting offensive operations in a city: simply crossing the street https://t.co/VYcW3dhAxm","WarInstitute",2018-11-01 20:15:05,"USMA","West Point, NY",13708,19,NA,NA,NA,NA,NA
160,"How Did Afghanistan Become a War Without End? https://t.co/8P9PFOiHNo","WarInstitute",2018-11-01 01:45:03,"USMA","West Point, NY",13708,3,NA,NA,NA,NA,NA
161,"Liberal interventionism, neoconservatism, and the crisis in the Post-Cold War American way of war https://t.co/S0PpLHiRe2","WarInstitute",2018-10-31 16:55:06,"USMA","West Point, NY",13708,1,NA,NA,NA,NA,NA
162,"Have you heard the latest episode of the MWI Podcast yet? We talk to PW Singer about his new book, ""LikeWar: The Weaponization of Social Media."" https://t.co/SPWfXslXpp","WarInstitute",2018-11-02 10:15:03,"USMA","West Point, NY",13708,5,NA,NA,NA,NA,NA
163,"What do advancements in brain science have to do with the battlefield? https://t.co/iJ93eSOxi0","WarInstitute",2018-11-01 19:15:11,"USMA","West Point, NY",13708,2,NA,NA,NA,NA,NA
164,"""You will encounter some form of neurocognitive science that has been weaponized in your military career"" https://t.co/iJ93eSOxi0","WarInstitute",2018-11-06 02:45:02,"USMA","West Point, NY",13708,4,NA,NA,NA,NA,NA
165,"Why Militaries Must Destroy Cities to Save Them | https://t.co/KevIiGIUlT","WarInstitute",2018-11-08 10:15:03,"USMA","West Point, NY",13708,6,NA,NA,NA,NA,NA
166,"Is social media fundamentally transforming the way wars are fought? https://t.co/SPWfXslXpp","WarInstitute",2018-10-31 12:15:06,"USMA","West Point, NY",13708,0,NA,NA,NA,NA,NA
167,"Flamethrowers and tear gas could be two of the most effective and humane tools in an urban fight. But we don't use either of them. https://t.co/KevIiGIUlT","WarInstitute",2018-11-09 16:45:08,"USMA","West Point, NY",13708,1,NA,NA,NA,NA,NA
168,"Can America's growing community of hackers, makers, and DIYers be harnessed to advance US national security? https://t.co/FtwnhXkY59","WarInstitute",2018-11-10 01:30:06,"USMA","West Point, NY",13708,3,NA,NA,NA,NA,NA
169,"""You will encounter some form of neurocognitive science that has been weaponized in your military career"" https://t.co/iJ93eSOxi0","WarInstitute",2018-11-02 22:15:06,"USMA","West Point, NY",13708,4,NA,NA,NA,NA,NA
170,"The United States has real national security interests in space. That's why a domestic space launch capability is so vital. https://t.co/8gBoO7Czyv","WarInstitute",2018-11-01 23:15:03,"USMA","West Point, NY",13708,2,NA,NA,NA,NA,NA
171,"The post–Cold War optimistic interregnum has been replaced with a complex global strategic environment. And the United States has not adapted to it. https://t.co/S0PpLHiRe2","WarInstitute",2018-11-01 00:30:09,"USMA","West Point, NY",13708,3,NA,NA,NA,NA,NA
172,"Watch Georgetown University neuroscientist Dr. James Giordano explain how brain science will increasingly affect the way humans fight wars https://t.co/iJ93eSOxi0","WarInstitute",2018-11-05 20:15:06,"USMA","West Point, NY",13708,10,NA,NA,NA,NA,NA
173,"Inside America's Post-Cold War Strategic Crisis: How the US Military Became a Discount Security Shop https://t.co/S0PpLHiRe2","WarInstitute",2018-11-01 16:55:04,"USMA","West Point, NY",13708,2,NA,NA,NA,NA,NA
174,"US joint doctrine makes clear that intel analysis must help commanders understand operational environments. But the analytical tools doctrine specifies are insufficient. https://t.co/b62LglorZ3","WarInstitute",2018-11-07 01:30:12,"USMA","West Point, NY",13708,5,NA,NA,NA,NA,NA
175,"The Real Key to Protecting US National Security Interests in Space? Launch Capability https://t.co/8gBoO7Czyv","WarInstitute",2018-11-05 17:55:05,"USMA","West Point, NY",13708,0,NA,NA,NA,NA,NA
176,"Want to know more about ISIS’s hashtag war? Check out this podcast episode. https://t.co/SPWfXslXpp","WarInstitute",2018-11-05 00:15:03,"USMA","West Point, NY",13708,0,NA,NA,NA,NA,NA
177,"""Airpower’s decisiveness might be in question—domination in the air domain does not equal domination in the ground domain—but its relevance is unequivocally not"" https://t.co/esGMe3jOwz","WarInstitute",2018-11-09 02:45:02,"USMA","West Point, NY",13708,2,NA,NA,NA,NA,NA
178,"The private companies that are key to the United States securing its national security interests in space https://t.co/8gBoO7Uaq3","WarInstitute",2018-11-02 06:30:06,"USMA","West Point, NY",13708,1,NA,NA,NA,NA,NA
179,"The United States has real national security interests in space. That's why a domestic space launch capability is so vital. https://t.co/8gBoO7Czyv","WarInstitute",2018-11-06 21:15:05,"USMA","West Point, NY",13708,1,NA,NA,NA,NA,NA
180,"Better strategic decision making, especially when it comes to committing American troops to war, requires us to focus on ""the many intangibles associated with conflict that are often overlooked or under-emphasized by strategic analysts"" https://t.co/b62LglorZ3","WarInstitute",2018-11-05 22:15:05,"USMA","West Point, NY",13708,2,NA,NA,NA,NA,NA
181,"You're on a street corner, with enemy firing into the intersection from windows, and you need to get across with your squad. What do you do? https://t.co/VYcW3dhAxm","WarInstitute",2018-10-31 22:15:05,"USMA","West Point, NY",13708,4,NA,NA,NA,NA,NA
182,"Strategic Intelligence and the Decision to Go to War https://t.co/b62LglorZ3","WarInstitute",2018-11-06 05:45:04,"USMA","West Point, NY",13708,6,NA,NA,NA,NA,NA
183,"The private companies that are key to the United States securing its national security interests in space https://t.co/8gBoO7Czyv","WarInstitute",2018-11-07 04:00:10,"USMA","West Point, NY",13708,2,NA,NA,NA,NA,NA
184,"US joint doctrine makes clear that intel analysis must help commanders understand operational environments. But the analytical tools doctrine specifies are insufficient. https://t.co/b62LglorZ3","WarInstitute",2018-11-05 15:35:05,"USMA","West Point, NY",13708,7,NA,NA,NA,NA,NA
185,"Army of Makers: Harnessing the Power of America’s Hackers and Innovators https://t.co/FtwnhXkY59","WarInstitute",2018-11-07 10:15:05,"USMA","West Point, NY",13708,3,NA,NA,NA,NA,NA
186,"Why Airpower Needs Landpower https://t.co/esGMe3jOwz","WarInstitute",2018-11-09 15:35:03,"USMA","West Point, NY",13708,4,NA,NA,NA,NA,NA
187,"What do advancements in brain science have to do with the battlefield? https://t.co/iJ93eSOxi0","WarInstitute",2018-11-04 02:45:02,"USMA","West Point, NY",13708,3,NA,NA,NA,NA,NA
188,"The post–Cold War optimistic interregnum has been replaced with a complex global strategic environment. And the United States has not adapted to it. https://t.co/S0PpLHiRe2","WarInstitute",2018-11-03 19:45:04,"USMA","West Point, NY",13708,6,NA,NA,NA,NA,NA
189,"Russia has dusted off its Cold War-era disinformation playbook and updated it for the digital age. Hear about that and more in this episode of the MWI Podcast! https://t.co/SPWfXslXpp","WarInstitute",2018-11-01 21:15:04,"USMA","West Point, NY",13708,5,NA,NA,NA,NA,NA
190,"""Arguably, the most significant driver of American failure is the too-frequent commitment of military forces without fully understanding the nature of the environment"" https://t.co/b62LglorZ3","WarInstitute",2018-11-02 18:05:04,"USMA","West Point, NY",13708,14,NA,NA,NA,NA,NA
191,"Army of Makers: Harnessing the Power of America’s Hackers and Innovators https://t.co/FtwnhXkY59","WarInstitute",2018-11-08 12:15:06,"USMA","West Point, NY",13708,3,NA,NA,NA,NA,NA
192,"Why Airpower Needs Landpower https://t.co/esGMe3jOwz","WarInstitute",2018-11-05 10:15:03,"USMA","West Point, NY",13708,11,NA,NA,NA,NA,NA
193,"Cities Pose Huge Challenges to Military Forces. The Biggest Might be Just Crossing the Street. https://t.co/VYcW3dhAxm","WarInstitute",2018-11-01 14:35:04,"USMA","West Point, NY",13708,2,NA,NA,NA,NA,NA
194,"Russia has dusted off its Cold War-era disinformation playbook and updated it for the digital age. Hear about that and more in this episode of the MWI Podcast! https://t.co/SPWfXslXpp","WarInstitute",2018-11-06 04:00:09,"USMA","West Point, NY",13708,12,NA,NA,NA,NA,NA
195,"""The current crisis in the American way of war appears to be the culmination of numerous US strategic reorientations in which the US military has gone from being the bulwark and guardian of a benevolent superpower to a global discount security shop"" https://t.co/S0PpLHiRe2","WarInstitute",2018-11-02 20:15:04,"USMA","West Point, NY",13708,7,NA,NA,NA,NA,NA
196,"""The brain is and will be the 21st century battlescape in many ways"" https://t.co/iJ93eSOxi0","WarInstitute",2018-10-31 03:00:07,"USMA","West Point, NY",13708,4,NA,NA,NA,NA,NA
197,"Your squad is on patrol and hears the buzz of small UAS overhead. You don't know if it's hostile, so you go to ground. As long as you're under cover, you're out of the fight. That's why drone proliferation is a big tactical problem. https://t.co/B2U6Og3EjE","WarInstitute",2018-11-06 19:05:05,"USMA","West Point, NY",13708,53,NA,NA,NA,NA,NA
198,"Don't be distracted by the Space Force. This is the real key to protecting US national security interests in space. https://t.co/8gBoO7Czyv","WarInstitute",2018-11-06 01:30:06,"USMA","West Point, NY",13708,8,NA,NA,NA,NA,NA
199,"Liberal interventionism, neoconservatism, and the crisis in the Post-Cold War American way of war https://t.co/S0PpLHiRe2","WarInstitute",2018-11-03 03:00:06,"USMA","West Point, NY",13708,3,NA,NA,NA,NA,NA
200,"Why Militaries Must Destroy Cities to Save Them https://t.co/KevIiGIUlT","WarInstitute",2018-11-09 12:15:05,"USMA","West Point, NY",13708,1,NA,NA,NA,NA,NA
201,"Why Airpower Needs Landpower https://t.co/esGMe3jOwz","WarInstitute",2018-11-07 17:55:06,"USMA","West Point, NY",13708,4,NA,NA,NA,NA,NA
202,"""Drone swarm technology—the ability of drones to autonomously make decisions based on shared information—has the potential to revolutionize the dynamics of conflict. And we’re inching ever closer to seeing this potential unleashed."" https://t.co/AwbHCjqfSy","WarInstitute",2018-10-31 01:45:02,"USMA","West Point, NY",13708,8,NA,NA,NA,NA,NA
203,"Watch Georgetown University neuroscientist Dr. James Giordano explain how brain science will increasingly affect the way humans fight wars https://t.co/iJ93eSOxi0","WarInstitute",2018-11-02 14:35:05,"USMA","West Point, NY",13708,1,NA,NA,NA,NA,NA
204,"MWI Video: The Brain is the Battlefield of the Future – Dr. James Giordano https://t.co/iJ93eSOxi0","WarInstitute",2018-11-01 13:25:04,"USMA","West Point, NY",13708,1,NA,NA,NA,NA,NA
205,"Is it possible to dislodge an enemy from a city without completely devastating the buildings and putting civilians at risk? https://t.co/KevIiGIUlT","WarInstitute",2018-11-09 00:15:04,"USMA","West Point, NY",13708,6,NA,NA,NA,NA,NA
206,"Army of Makers: Harnessing the Power of America’s Hackers and Innovators https://t.co/FtwnhXkY59","WarInstitute",2018-11-09 17:55:06,"USMA","West Point, NY",13708,2,NA,NA,NA,NA,NA
207,"“Cyber war is the hacking of networks. LikeWar is the hacking of people on the networks.” https://t.co/SPWfXslXpp","WarInstitute",2018-11-04 04:30:05,"USMA","West Point, NY",13708,4,NA,NA,NA,NA,NA
208,"What is the ""maker movement"" and can it play a role in advancing US national security? https://t.co/FtwnhXkY59","WarInstitute",2018-11-08 00:15:04,"USMA","West Point, NY",13708,8,NA,NA,NA,NA,NA
209,"The Real Key to Protecting US National Security Interests in Space? Launch Capability https://t.co/8gBoO7Czyv","WarInstitute",2018-11-07 15:35:06,"USMA","West Point, NY",13708,5,NA,NA,NA,NA,NA
210,"The future battlefield is going to require completely innovative solutions to new challenges. How can the Army make sure it's ready? https://t.co/FtwnhXkY59","WarInstitute",2018-11-08 07:30:05,"USMA","West Point, NY",13708,1,NA,NA,NA,NA,NA
211,"""The United States Army has long reaped the rewards of its technological dominance. But its relative position is beginning to erode."" How can that trend be reversed? https://t.co/FtwnhXkY59","WarInstitute",2018-11-08 22:15:03,"USMA","West Point, NY",13708,1,NA,NA,NA,NA,NA
212,"Podcast: The Spear – An IRAM Attack in Iraq https://t.co/WlKiNbJFK0","WarInstitute",2018-10-30 22:15:06,"USMA","West Point, NY",13708,1,NA,NA,NA,NA,NA
213,"Don't be distracted by the Space Force. This is the real key to protecting US national security interests in space. https://t.co/8gBoO7Czyv","WarInstitute",2018-11-01 12:15:09,"USMA","West Point, NY",13708,3,NA,NA,NA,NA,NA
214,"Watch Georgetown University neuroscientist Dr. James Giordano explain how brain science will increasingly affect the way humans fight wars https://t.co/iJ93eSOxi0","WarInstitute",2018-10-31 14:35:05,"USMA","West Point, NY",13708,1,NA,NA,NA,NA,NA
215,"Despite all the advanced technology, there are still limited tools for one of the most historically dominant challenges for military forces conducting offensive operations in a city: simply crossing the street https://t.co/VYcW3dhAxm","WarInstitute",2018-10-31 15:45:07,"USMA","West Point, NY",13708,1,NA,NA,NA,NA,NA
